UNIQUEID;RECIPEID;PRODUCTID;STATIONID;STARTTIME;ENDTIME
3ef411db-4937-442f-9d3c-9ac1d7b7a5eb;PWD;6b4c583d-7d55-4dc2-a8c8-d3f6aef91c1e;ProflexFordDeviceAdapter;2022-06-23T12:25:25.775+01:00;2022-06-23T12:26:14.765+01:00
978c6e27-41a7-4c3c-9c5d-0152ba72d95c;PWD;a04e8f22-421c-45f1-a799-81f99d323796;ProflexVWDeviceAdapter;2022-06-23T12:33:21.74+01:00;2022-06-23T12:34:00.314+01:00
5daa2ce6-7a33-4a37-94c0-94499271360b;PWD;b3dd55be-bca1-464a-9ba4-e11eedf003df;ProflexFordDeviceAdapter;2022-06-23T12:33:21.799+01:00;2022-06-23T12:34:10.751+01:00
d8ab8754-c657-4c3d-ae77-415589ea1608;PWD;ef3f5e4f-bd1c-491d-9482-84c8b6e8ddae;ProflexVWDeviceAdapter;2022-06-23T12:34:01.725+01:00;2022-06-23T12:34:42.382+01:00
d848cf2b-81b1-49a3-b578-669424308a41;PWD;54e36c18-82e0-434e-b847-430ec559795a;ProflexFordDeviceAdapter;2022-06-23T12:34:11.33+01:00;2022-06-23T12:35:04.798+01:00
604e8ba1-3d41-43ed-a4f9-a1a1323fc9cc;PWD;22393bac-0859-4fda-9f13-7bdf5097b219;ProflexVWDeviceAdapter;2022-06-23T12:34:43.404+01:00;2022-06-23T12:35:24.246+01:00
91c8abbb-5c05-4075-89e4-4721c02b5517;PWD;49508e8b-cdc5-4d83-91e2-161cad4d713a;ProflexFordDeviceAdapter;2022-06-23T12:35:05.516+01:00;2022-06-23T12:35:58.705+01:00
45fab449-79cd-467f-861c-c5489e3be12f;PWD;148a048f-1ed2-4f2c-b922-dde0943bb191;ProflexVWDeviceAdapter;2022-06-23T12:35:25.847+01:00;2022-06-23T12:36:06.318+01:00
13765341-68b7-4f96-81b0-fc712b6165a1;PWD;57ff5624-6943-489f-bbcd-fe07ddefbdf8;ProflexVWDeviceAdapter;2022-06-23T12:36:07.412+01:00;2022-06-23T12:36:48.24+01:00
cc3f22b0-7b64-469e-9cf2-ff1102077842;PWD;a3f9aacf-322b-4de2-8c51-85f2a985d718;ProflexFordDeviceAdapter;2022-06-23T12:35:58.958+01:00;2022-06-23T12:36:52.864+01:00
53de9dbc-a2cc-4dc9-86ac-e8ceaeb64ba0;PWD;80d614a7-165c-47d3-a6a9-3d60455c62ed;ProflexVWDeviceAdapter;2022-06-23T12:36:49.088+01:00;2022-06-23T12:37:30.403+01:00
6613312a-15f1-4a59-b20f-20a72039e6da;PWD;a1c90546-bcdc-4244-a1ba-6df87c0cdd98;ProflexFordDeviceAdapter;2022-06-23T12:36:53.371+01:00;2022-06-23T12:37:49.73+01:00
cc7c4959-9c59-451c-beb9-8f0b5897251b;PWD;11511293-081f-4436-9a5a-f8b8bb9fe1d7;ProflexVWDeviceAdapter;2022-06-23T12:37:31.326+01:00;2022-06-23T12:38:16.355+01:00
b4f85c28-8fb5-4338-8ee9-28cfe32928d5;PWD;b04bdd37-0fc7-40ad-8550-dc3452c6f3eb;ProflexFordDeviceAdapter;2022-06-23T12:37:50.691+01:00;2022-06-23T12:38:47.567+01:00
ec3133b4-3f1a-4784-82d4-b32d28a0ea04;PWD;4e83c333-7674-409a-9927-b7d46434dda5;ProflexVWDeviceAdapter;2022-06-23T12:38:17.621+01:00;2022-06-23T12:39:02.361+01:00
53da30c4-1e37-4bf0-87d0-9489674e6a22;PWD;41f52f42-f08e-4ca4-af91-03e9501d2257;ProflexFordDeviceAdapter;2022-06-23T12:38:48.312+01:00;2022-06-23T12:39:44.614+01:00
176c4ffa-4cc7-43dd-9af9-2e3734c895ad;PWD;bfeae3bc-f6c0-44db-995e-bf1f4eff6cd0;ProflexVWDeviceAdapter;2022-06-23T12:39:03.631+01:00;2022-06-23T12:39:48.401+01:00
87aedc0f-1160-4a23-907a-d0f9053b6d04;PWD;6d8e3cb2-a067-497a-b79e-041157dd2669;ProflexVWDeviceAdapter;2022-06-23T12:39:49.304+01:00;2022-06-23T12:40:34.365+01:00
e13bcd18-77f4-45c9-b6c6-7e6f3f4593e0;PWD;2dbf20d3-edb9-4dd9-8881-340a920feb53;ProflexFordDeviceAdapter;2022-06-23T12:39:45.283+01:00;2022-06-23T12:40:41.602+01:00
cf7a047f-036e-43b8-ba37-aae9864fd0b5;PWD;f43ca041-8ef1-43f4-b3fa-635a1c5caf91;ProflexVWDeviceAdapter;2022-06-23T12:40:35.725+01:00;2022-06-23T12:41:20.373+01:00
07582d8b-3b17-4bf5-aece-0852cce58cea;PWD;9b5cce12-0333-4c2c-aff7-9dfa3b2f2e85;ProflexFordDeviceAdapter;2022-06-23T12:40:41.792+01:00;2022-06-23T12:41:38.858+01:00
c9b011cf-a5d4-49ad-b76c-c61e0144010d;PWD;abada06b-aede-426e-bafc-9e254480b61e;ProflexVWDeviceAdapter;2022-06-23T12:41:21.516+01:00;2022-06-23T12:42:13.432+01:00
b2a5b6f5-289c-4d3d-999a-7e4db3452cd1;PWD;23720a7c-de0f-4686-8b48-4b6a8ab28d05;ProflexFordDeviceAdapter;2022-06-23T12:41:39.255+01:00;2022-06-23T12:42:40.988+01:00
8e92cfa8-a98b-4265-bc36-c42607d731a1;PWD;fac75b7e-5d50-4420-9d85-f140ddb39bcf;ProflexVWDeviceAdapter;2022-06-23T12:42:14.409+01:00;2022-06-23T12:43:05.452+01:00
0938ef7e-9cf0-4eae-a19e-7e98f3d35bbf;PWD;e2129667-571b-4063-af8f-3d9b4b66288e;ProflexFordDeviceAdapter;2022-06-23T12:42:41.417+01:00;2022-06-23T12:43:42.878+01:00
12d33b31-bc44-4713-a483-a25f0e17d458;PWD;a03101a3-677b-46e7-b654-2a7cf6d097aa;ProflexVWDeviceAdapter;2022-06-23T12:43:06.402+01:00;2022-06-23T12:43:57.384+01:00
ea735ed4-a3b9-423b-a051-9ab92514b454;PWD;6078a514-5a26-47ff-8319-2d8c16aa0ecf;ProflexFordDeviceAdapter;2022-06-23T12:43:43.098+01:00;2022-06-23T12:44:44.669+01:00
dba2e08c-446d-4f46-9fc2-c98facdbc26e;PWD;fe8a4087-6598-4546-a208-81b4fcc2648a;ProflexVWDeviceAdapter;2022-06-23T12:43:58.556+01:00;2022-06-23T12:44:49.398+01:00
d53ca445-57e4-45e7-b845-9631cc74ad2f;PWD;73cbebca-fddc-42a0-a775-38522a5f5262;ProflexVWDeviceAdapter;2022-06-23T12:44:50.519+01:00;2022-06-23T12:45:42.423+01:00
a70a91d7-fdc3-49fd-b81a-7b40d9246b59;PWD;1664d3d2-d131-4ce5-b5c2-2d21b34989a6;ProflexFordDeviceAdapter;2022-06-23T12:44:45.403+01:00;2022-06-23T12:45:46.908+01:00
89cb9c8a-392e-4033-bef9-0cf54fdb0f33;PWD;81f8f48a-2225-4bc2-96af-1242a7821a8e;ProflexVWDeviceAdapter;2022-06-23T12:45:43.372+01:00;2022-06-23T12:46:35.433+01:00
877a4534-ce7c-4839-a689-440c0dd42d99;PWD;8e664366-1844-420a-bc9c-21dccfbc8fbd;ProflexFordDeviceAdapter;2022-06-23T12:45:47.135+01:00;2022-06-23T12:46:50.926+01:00
2e199766-fe21-4edb-8c95-7a3bb6c4c850;PWD;bfc8ac34-17e3-4d2e-9f8c-2c1f838b8f6f;ProflexVWDeviceAdapter;2022-06-23T12:46:36.416+01:00;2022-06-23T12:47:29.464+01:00
7643e540-e674-4528-8072-cba6fcb2c194;PWD;280149be-4074-4406-9539-583d5f3cc11c;ProflexFordDeviceAdapter;2022-06-23T12:46:51.614+01:00;2022-06-23T12:47:54.902+01:00
bdd68cef-ff96-4aab-a784-817a4460d7e1;PWD;af64a7f0-c0c2-4b74-b11f-ecdfccaf5d91;ProflexVWDeviceAdapter;2022-06-23T12:47:30.358+01:00;2022-06-23T12:48:22.45+01:00
302f7dbe-610c-4121-aecb-210ba91ae24f;PWD;27b455c3-13f1-42a6-b11b-bb81737628f4;ProflexFordDeviceAdapter;2022-06-23T12:47:55.354+01:00;2022-06-23T12:48:59.359+01:00
23f2524a-2076-4356-934e-eef11bdead7c;PWD;798447b2-654c-4a4d-bf56-735af69aa70f;ProflexVWDeviceAdapter;2022-06-23T12:48:23.411+01:00;2022-06-23T12:49:16.434+01:00
87ead733-c2c5-48e8-929e-2cdeba79fdff;PWD;ab7e27a4-3c0f-4566-bd80-3af7b1542030;ProflexVWDeviceAdapter;2022-06-23T12:49:17.357+01:00;2022-06-23T12:50:10.495+01:00
fac8adc7-5908-45a7-9855-93f06aaf247a;PWD;ef482c7f-b7b1-4a1f-ba72-bcc528b1f121;ProflexVWDeviceAdapter;2022-06-23T12:50:11.368+01:00;2022-06-23T12:51:04.546+01:00
1cd3fba2-95e6-495e-8316-49778fcfd0a5;PWD;95ff5e2a-37c8-443e-b1d7-6845a73ef573;ProflexVWDeviceAdapter;2022-06-23T12:51:05.405+01:00;2022-06-23T12:51:58.565+01:00
a20ef5f6-8cc4-454c-b53b-6bb71f216013;PWD;341b3ef3-079f-4e8b-a861-cc147cf6da77;ProflexVWDeviceAdapter;2022-06-23T12:51:59.833+01:00;2022-06-23T12:52:45.579+01:00
6a62f236-dc26-4025-9f63-73159205ef13;PWD;a8fc8588-efae-4ef6-9806-e494cf356fc0;ProflexVWDeviceAdapter;2022-06-23T12:52:46.336+01:00;2022-06-23T12:53:32.628+01:00
ebf09de7-dac2-41d8-a37f-f44bf46bf778;PWD;b1edf3c9-39d4-4a62-aea7-4a2179ec0673;ProflexVWDeviceAdapter;2022-06-23T12:53:33.457+01:00;2022-06-23T12:54:19.672+01:00
054829c0-e3a3-40c8-926f-55d3b7bbe500;PWD;cf4af275-dcab-4088-a1d8-26d1bb560138;ProflexVWDeviceAdapter;2022-06-23T12:54:20.481+01:00;2022-06-23T12:55:06.584+01:00
26a47fb6-a0de-484d-8d28-9bc851413a55;PWD;ab193458-c3c8-40ed-8946-abf67f3f467b;ProflexVWDeviceAdapter;2022-06-23T12:55:07.008+01:00;2022-06-23T12:55:53.636+01:00
1d6301ed-2ef3-4ee9-a5b9-097d9a909b60;PWD;27ab24bc-44fc-4d46-9fcb-cae2635ec9ab;ProflexVWDeviceAdapter;2022-06-23T12:55:54.427+01:00;2022-06-23T12:56:40.639+01:00
84d8ce72-9d36-4624-b0ca-68a008c06abc;PWD;422e8dff-1693-469b-a960-2f91d0f78019;ProflexVWDeviceAdapter;2022-06-23T12:56:41.525+01:00;2022-06-23T12:57:27.685+01:00
d0fab640-93b4-4565-a0be-8068cc93c8ab;PWD;5c788c47-db2e-4f08-8218-cbdae02d1012;ProflexVWDeviceAdapter;2022-06-23T12:57:27.905+01:00;2022-06-23T12:58:14.605+01:00
5e93379d-4281-4d27-b1a4-3890b073b954;PWD;adafcb6f-b4ae-4772-800e-a2c36735d320;ProflexVWDeviceAdapter;2022-06-23T12:58:15.542+01:00;2022-06-23T12:59:01.485+01:00
00cea321-b2bd-4078-b608-3ac04c2cb60a;PWD;8f646910-1643-4ec3-83b7-a35740249cd9;ProflexVWDeviceAdapter;2022-06-23T12:59:02.322+01:00;2022-06-23T12:59:48.582+01:00
7399eed8-f90e-469a-9b68-60d217690cca;PWD;40119029-2fc4-4364-9015-a9c10aa7c259;ProflexVWDeviceAdapter;2022-06-23T12:59:49.879+01:00;2022-06-23T13:00:31.506+01:00
3198195d-d6ff-41fc-83f6-4eaab8d6d270;PWD;4371fbc9-5cd6-4866-9780-0a1a056d5db8;ProflexVWDeviceAdapter;2022-06-23T13:00:32.233+01:00;2022-06-23T13:01:15.507+01:00
43ccc520-363a-49f4-8492-373147a73720;PWD;2261d3d4-86a1-41f3-ac76-e0f584b098d8;ProflexVWDeviceAdapter;2022-06-23T13:01:16.161+01:00;2022-06-23T13:01:59.513+01:00
08a33c48-2be8-4686-95d3-2d57e73ae6c0;PWD;f7fbf7d7-db4b-4f9c-b62e-99b007685776;ProflexVWDeviceAdapter;2022-06-23T13:02:00.187+01:00;2022-06-23T13:02:43.58+01:00
4f9624df-2402-4d7d-885f-e95fbdf0a49c;PWD;1bdbded6-6b6e-44f1-8e9e-44f99ee8672d;ProflexVWDeviceAdapter;2022-06-23T13:02:44.495+01:00;2022-06-23T13:03:27.511+01:00
d42e6f03-d0eb-4067-941a-0b1efc9f1bcc;PWD;3e372adc-b604-48e0-84b3-199f29771a58;ProflexVWDeviceAdapter;2022-06-23T13:03:28.231+01:00;2022-06-23T13:04:11.511+01:00
4f2f8df4-ef23-4501-aa22-9987f87370ff;PWD;80965b7d-357d-4737-b3aa-16b7e587b13c;ProflexVWDeviceAdapter;2022-06-23T13:04:13.084+01:00;2022-06-23T13:04:55.551+01:00
af7cf93f-eedd-4790-af92-9493e162725e;PWD;520adeb1-2160-485e-a8e0-dd373eb7e32c;ProflexVWDeviceAdapter;2022-06-23T13:04:56.287+01:00;2022-06-23T13:05:39.6+01:00
9169701a-57bf-46b2-a948-fd2e0f3e23fe;PWD;43c9cd2b-ab72-42f3-baa0-e58c6f05cbb9;ProflexVWDeviceAdapter;2022-06-23T13:05:40.499+01:00;2022-06-23T13:06:23.551+01:00
45d48667-a5ef-4de5-9f45-7d9c65f4f783;PWD;dc561e1c-523b-43d8-b2a4-a5cb807e9d01;ProflexVWDeviceAdapter;2022-06-23T13:06:24.212+01:00;2022-06-23T13:07:07.565+01:00
0e534c9b-6cb8-4be8-aecc-ea01c3cabe7c;PWD;6a3549fa-2cad-404d-b14b-76c70956c0ce;ProflexVWDeviceAdapter;2022-06-23T13:07:08.227+01:00;2022-06-23T13:07:47.63+01:00
2746bb36-5e28-4ab9-991b-186f8e53a045;PWD;784209de-1de2-44e2-abcc-9a8690409e32;ProflexVWDeviceAdapter;2022-06-23T13:07:48.482+01:00;2022-06-23T13:08:26.758+01:00
1ce1729e-e2d4-4612-b245-b425b4f0c015;PWD;0c2c39d3-80fe-4aa5-8dbc-d346efc721a3;ProflexVWDeviceAdapter;2022-06-23T13:08:26.951+01:00;2022-06-23T13:09:05.636+01:00
a0ec73e0-de7d-400a-bc4b-e377cb8c127a;PWD;625d214d-5a73-481f-a802-6cfabfbec567;ProflexVWDeviceAdapter;2022-06-23T13:09:05.961+01:00;2022-06-23T13:09:44.621+01:00
2059bfdb-c238-4f43-bd47-41e727587b0c;PWD;fc01d6f8-bd19-4d8b-80a6-2d692a61f536;ProflexVWDeviceAdapter;2022-06-23T13:09:45.335+01:00;2022-06-23T13:10:23.572+01:00
6cfc56a7-093e-40ad-a729-29cd684188fd;PWD;098210e1-28b0-4ec8-86cf-246a90396414;ProflexVWDeviceAdapter;2022-06-23T13:10:24.417+01:00;2022-06-23T13:11:02.589+01:00
305c5db3-ca2d-4ca1-9124-eed7b37d8312;PWD;db6d5ee8-a735-4d7e-8d33-694a450423d3;ProflexVWDeviceAdapter;2022-06-23T13:11:03.112+01:00;2022-06-23T13:11:41.687+01:00
5da29dd9-1863-4477-ae3f-f99dee0d64fc;PWD;ec520fae-eaf4-4ecf-b251-dee5ab577fbf;ProflexVWDeviceAdapter;2022-06-23T13:11:42.413+01:00;2022-06-23T13:12:20.668+01:00
e3bdd2f4-94f5-4078-81b1-0751dcfe0f87;PWD;26a84ed9-398b-48d4-96bd-28e06529cce7;ProflexVWDeviceAdapter;2022-06-23T13:12:21.412+01:00;2022-06-23T13:12:59.678+01:00
953d086e-da3b-43b5-8be8-13fb9508ae8d;PWD;b674381d-ef9b-4464-9d0f-cfad7f5de1d5;ProflexVWDeviceAdapter;2022-06-23T13:13:00.601+01:00;2022-06-23T13:13:38.661+01:00
093331d6-6e00-44d4-8d7f-0087ac844baf;PWD;86f68555-f9f4-4748-aa30-4f8c86cf7709;ProflexVWDeviceAdapter;2022-06-23T14:23:06.688+01:00;2022-06-23T14:23:42.994+01:00
4c374296-40bf-42c2-8345-5146b1097601;PWD;6c23936c-a8b3-48fc-a0ef-08af9dcee408;ProflexVWDeviceAdapter;2022-06-23T14:25:08.96+01:00;2022-06-23T14:25:46.245+01:00
55a52697-62fb-49c0-8ef2-c02c5d2a5544;PWD;26fa41fc-2ced-46c1-a71e-59179b1dc35a;ProflexVWDeviceAdapter;2022-06-23T14:25:47.348+01:00;2022-06-23T14:26:26.417+01:00
39628dac-9da9-48da-8827-55e459ecaf7a;PWD;136fa505-08c1-443f-9d0c-de3ccf11ea97;ProflexVWDeviceAdapter;2022-06-23T14:37:16.6+01:00;2022-06-23T14:37:53.346+01:00
d9247031-f6a3-44da-8720-776d30d5af84;PWD;e4161af8-c2e8-4e28-85b6-05d3e4a93640;ProflexFordDeviceAdapter;2022-06-23T14:37:16.74+01:00;2022-06-23T14:38:03.583+01:00
3c9f3dec-0ed5-48ab-b1dc-6cedb3becb7b;PWD;e70c638e-9c95-4d4f-82af-cb94e7f2d5cb;ProflexVWDeviceAdapter;2022-06-23T14:37:54.729+01:00;2022-06-23T14:38:33.285+01:00
26a0fc3e-643d-4b93-aea9-37c83e4ee707;PWD;73145928-2fbb-455c-a4f5-20ec59cf3bc0;ProflexFordDeviceAdapter;2022-06-23T14:38:04.236+01:00;2022-06-23T14:38:55.78+01:00
ee818137-fd8d-4ed6-a00a-37efd8533826;PWD;506ee29c-9592-4d5a-a534-c043a931add5;ProflexVWDeviceAdapter;2022-06-23T14:38:34.469+01:00;2022-06-23T14:39:13.348+01:00
5341a93d-d0fb-4b8e-a823-b9436895d016;PWD;f5ce0525-8067-4f85-970f-10ba8e7980e5;ProflexFordDeviceAdapter;2022-06-23T14:38:56.057+01:00;2022-06-23T14:39:47.614+01:00
9717d85a-f091-48ec-9e51-89159f92938b;PWD;8dd047c7-6110-45c4-8e36-ce12514a6547;ProflexVWDeviceAdapter;2022-06-23T14:39:14.45+01:00;2022-06-23T14:39:53.315+01:00
fb114c55-e6d2-4d52-989b-7298df9ef1d2;PWD;59dbb8ab-d5a8-44c9-8a41-9e64e6fcd222;ProflexVWDeviceAdapter;2022-06-23T14:39:54.387+01:00;2022-06-23T14:40:33.275+01:00
ff7c4912-76f0-4238-8b9b-40df5cf3b6af;PWD;e6acf2c3-d340-4b24-82a0-b0a896aa29a5;ProflexFordDeviceAdapter;2022-06-23T14:39:48.391+01:00;2022-06-23T14:40:39.671+01:00
a56875a1-328f-42ad-ba51-fd561b1c6ae5;PWD;5e5393f1-c855-457d-a515-c5a81f7ecf5d;ProflexVWDeviceAdapter;2022-06-23T14:40:34.395+01:00;2022-06-23T14:41:13.376+01:00
6ba0b183-62bc-4be3-ae48-8f31a099d339;PWD;08b59e62-597b-4341-9f00-19b5ac65c4f9;ProflexFordDeviceAdapter;2022-06-23T14:40:40.094+01:00;2022-06-23T14:41:31.518+01:00
dec79c30-db3f-4ebe-9246-6293f689d941;PWD;05c02f8c-ee7b-4f8d-9ea7-639e905ce7eb;ProflexVWDeviceAdapter;2022-06-23T14:41:14.684+01:00;2022-06-23T14:41:52.356+01:00
d823929d-42b4-48d7-8c00-899f87964153;PWD;d12d936d-89dd-42b5-b41f-0bbff4f3039f;ProflexFordDeviceAdapter;2022-06-23T14:41:32.385+01:00;2022-06-23T14:42:23.682+01:00
70837504-9ed9-4559-88d3-cbc6a7150d3a;PWD;137d8498-d726-4843-aa59-03c960b57b52;ProflexVWDeviceAdapter;2022-06-23T14:41:53.429+01:00;2022-06-23T14:42:31.393+01:00
eb24f2c5-d2a6-4457-b9bb-661a5b33865e;PWD;71615f80-cf29-476a-9930-0fee13ad4101;ProflexVWDeviceAdapter;2022-06-23T14:42:32.289+01:00;2022-06-23T14:43:10.326+01:00
724cd19b-e51d-43fa-8b9d-77ffe8c655f2;PWD;dfaa6f0c-b539-45a1-811f-2eb342e6bd69;ProflexFordDeviceAdapter;2022-06-23T14:42:24.365+01:00;2022-06-23T14:43:15.879+01:00
de6547d8-9c3d-4b59-ad63-a9769288a2ad;PWD;77525c6f-0344-4dd3-a415-93221173d158;ProflexVWDeviceAdapter;2022-06-23T14:43:10.787+01:00;2022-06-23T14:43:49.383+01:00
62204d1e-455a-4bd9-831c-b57b46eb18c2;PWD;309f2c3e-a6ac-4c12-813d-7622c28b318c;ProflexFordDeviceAdapter;2022-06-23T14:43:16.514+01:00;2022-06-23T14:44:07.521+01:00
408752b6-ec84-4029-9aa6-12a8a9356c80;PWD;73f716e1-b990-4a90-a6b4-806e568ac70d;ProflexVWDeviceAdapter;2022-06-23T14:43:50.48+01:00;2022-06-23T14:44:28.387+01:00
868eb403-849d-4570-8f4b-7c075f1fbebd;PWD;9f7720b0-2a26-4ef9-98fd-0166a909c918;ProflexFordDeviceAdapter;2022-06-23T14:44:08.29+01:00;2022-06-23T14:45:00.504+01:00
02e8f393-2031-420e-b1d7-4c8788c38dab;PWD;050db222-103d-4bd0-be8d-2f113ee26561;ProflexVWDeviceAdapter;2022-06-23T14:44:29.65+01:00;2022-06-23T14:45:10.379+01:00
c1019c6f-6e16-4853-ba58-8a41e30cfe92;PWD;02517e3b-d5c5-4efd-a61b-f1869499ba6c;ProflexVWDeviceAdapter;2022-06-23T14:45:11.288+01:00;2022-06-23T14:45:52.385+01:00
8ac79738-7876-45f1-a43b-b6a2b003079f;PWD;32002da9-2013-40ad-8ed3-f867911b477f;ProflexFordDeviceAdapter;2022-06-23T14:45:01.084+01:00;2022-06-23T14:45:56.733+01:00
9df4c15b-c413-4c97-9886-a762a9f6312c;PWD;c77d9494-ae51-44f1-9498-c19420345f89;ProflexVWDeviceAdapter;2022-06-23T14:45:53.456+01:00;2022-06-23T14:46:34.405+01:00
dc7bee72-e1e8-4555-a640-dd75a8559548;PWD;90c61c9e-afa4-4b95-8589-600916a8244e;ProflexFordDeviceAdapter;2022-06-23T14:45:57.173+01:00;2022-06-23T14:46:52.718+01:00
d04872d1-7f30-4073-a625-69bd5fe4b6dc;PWD;3fb68c7a-31cd-4be3-8595-b31ba1cd816b;ProflexVWDeviceAdapter;2022-06-23T14:46:35.298+01:00;2022-06-23T14:47:16.426+01:00
804dc5c4-4d60-44ed-b003-56f7d04cc6b9;PWD;934ab99c-6f2b-44ee-9050-65deac921aa5;ProflexFordDeviceAdapter;2022-06-23T14:46:53.516+01:00;2022-06-23T14:47:48.74+01:00
fddda6eb-2a2a-432f-bdfd-1daddf3d7b1f;PWD;9c32f92e-b374-4add-98c4-255021e5d6da;ProflexFordDeviceAdapter;2022-06-23T14:47:49.004+01:00;2022-06-23T14:48:51.707+01:00
7984bcda-91d0-40d0-94d9-633393ca603a;PWD;76b7e7ae-5912-45ff-a024-f2171097f904;ProflexFordDeviceAdapter;2022-06-23T14:48:52.512+01:00;2022-06-23T14:49:47.744+01:00
7e1b287e-f010-474e-8f0f-c31c68324f57;PWD;ad04ad68-aa92-4d74-95d6-7d3b55520ece;ProflexFordDeviceAdapter;2022-06-23T14:49:47.987+01:00;2022-06-23T14:50:59.478+01:00
185e0501-051b-4fce-879a-7d9e62e594f5;PWD;bf6aa24d-932e-428d-a6c4-b02482d26125;ProflexFordDeviceAdapter;2022-06-23T14:51:00.224+01:00;2022-06-23T14:51:55.544+01:00
5b8083eb-7d59-4aea-87bb-c98ecbd36ffd;PWD;ab50219a-f470-412c-9307-c1eebc797539;ProflexFordDeviceAdapter;2022-06-23T14:51:56.226+01:00;2022-06-23T14:52:57.754+01:00
b9c3c54b-d84c-4b8f-a48c-5d8ef4115406;PWD;a117b2c3-c17f-4b6e-815b-8c13cc963544;ProflexVWDeviceAdapter;2022-06-23T14:55:46.91+01:00;2022-06-23T14:56:24.893+01:00
71392c74-3d7b-4767-b8f3-41221b39f601;PWD;c4cb50f7-ed44-4a56-a286-aee2f103321d;ProflexFordDeviceAdapter;2022-06-23T14:55:47.142+01:00;2022-06-23T14:56:36.271+01:00
d889723d-5132-493c-ac59-78ab470fc0db;PWD;6dd7e8e1-a059-4107-841d-676add9be22b;ProflexVWDeviceAdapter;2022-06-23T14:56:26.048+01:00;2022-06-23T14:57:05.857+01:00
8b00eeeb-e04a-4678-b8eb-dfc8e458f891;PWD;ef059cbf-78c2-4157-bc87-f865497d4502;ProflexFordDeviceAdapter;2022-06-23T14:56:36.962+01:00;2022-06-23T14:57:30.343+01:00
ee2c3dca-d87c-42e2-b02f-3abdbb0b0baa;PWD;ee1c2ca6-b88a-4cbe-b023-ae1148ad1d29;ProflexVWDeviceAdapter;2022-06-23T14:57:06.969+01:00;2022-06-23T14:57:46.973+01:00
8e11405a-e27d-4708-a78d-5529364899ae;PWD;cd1bd714-9493-431f-8d48-dfd38692fc79;ProflexFordDeviceAdapter;2022-06-23T14:57:31.028+01:00;2022-06-23T14:58:24.231+01:00
21ae0230-5c2d-4e3f-b35f-5569aa999732;PWD;1f94ba21-0595-4621-83fe-0b1f7d3e2168;ProflexVWDeviceAdapter;2022-06-23T14:57:47.793+01:00;2022-06-23T14:58:27.875+01:00
0fa4f289-06a6-40d8-829c-7382096f862a;PWD;a1c94095-652d-4483-b029-cbb13f7b6c8f;ProflexVWDeviceAdapter;2022-06-23T14:58:29.022+01:00;2022-06-23T14:59:08.937+01:00
4b80100a-6949-4600-962e-0877ef79ead0;PWD;a76a82d0-10ad-4584-a1ea-01ff8410ab22;ProflexFordDeviceAdapter;2022-06-23T14:58:24.743+01:00;2022-06-23T14:59:18.275+01:00
be1eca8e-55fe-4efb-8a2d-0b9fa1cf65a0;PWD;3842368f-d7a5-4855-aa40-d63ac172260f;ProflexVWDeviceAdapter;2022-06-23T14:59:09.767+01:00;2022-06-23T14:59:49.927+01:00
9884a01a-7f48-4335-bb7e-a81e0a9c7141;PWD;8e60401e-c460-479f-ad51-48eee7c756f4;ProflexFordDeviceAdapter;2022-06-23T14:59:18.954+01:00;2022-06-23T15:00:11.328+01:00
a70c8d84-b15f-4c29-a86a-44ba4cc6fd44;PWD;1644dd2b-f438-4d90-b8ad-6e6640419fa3;ProflexVWDeviceAdapter;2022-06-23T14:59:50.839+01:00;2022-06-23T15:00:27.896+01:00
9c0d47ba-46fe-4acb-8817-6080f531bb34;PWD;7b459613-2a45-4f0d-b2df-b926bd706a2c;ProflexFordDeviceAdapter;2022-06-23T15:00:12.031+01:00;2022-06-23T15:01:01.091+01:00
835072bb-fd76-4fe2-91f8-91e8c758693d;PWD;5b914b6c-eedf-4a26-8d85-fe78b08a9d4c;ProflexVWDeviceAdapter;2022-06-23T15:00:28.932+01:00;2022-06-23T15:01:05.974+01:00
ac51087e-33d8-41a0-8d47-a39bdd8f5a7a;PWD;7df3a3ed-2b72-4c70-acf6-81c3dbbc4d57;ProflexVWDeviceAdapter;2022-06-23T15:01:07.19+01:00;2022-06-23T15:01:43.995+01:00
684d906d-73ec-429b-bcde-ca3a530ef4d1;PWD;27c8415d-a4bf-4547-aada-6c900380cc7b;ProflexFordDeviceAdapter;2022-06-23T15:01:01.81+01:00;2022-06-23T15:01:51.089+01:00
895001da-c0d4-4c09-827f-5496dbbf474e;PWD;1ae29fa9-4fea-4dec-b93d-bf4220a3f751;ProflexVWDeviceAdapter;2022-06-23T15:01:44.846+01:00;2022-06-23T15:02:27.858+01:00
b1ca4f08-3eef-42d5-88f2-e6d473117913;PWD;a5ca2a49-33e6-40bd-be1f-bbc73f5763c8;ProflexFordDeviceAdapter;2022-06-23T15:01:51.795+01:00;2022-06-23T15:02:49.173+01:00
9085e5f8-ccb8-4208-879c-de190877e49e;PWD;450b141c-0229-4849-bdaa-57d65ca9381f;ProflexVWDeviceAdapter;2022-06-23T15:02:28.884+01:00;2022-06-23T15:03:12.003+01:00
fc8cb3f3-fd78-4277-a34a-423c820ab607;PWD;4563b901-de4e-4a7a-88b9-2ee571f30850;ProflexFordDeviceAdapter;2022-06-23T15:02:49.956+01:00;2022-06-23T15:03:48.494+01:00
